"","zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes","STATEFIPS","STATE","AGI_STUB","N1","MARS1","MARS2","MARS4","PREP","N2","NUMDEP","A00100","N00200","A00200","N00300","A00300","N00600","A00600","N00650","A00650","N00900","A00900","SCHF","N01000","A01000","N01400","A01400","N01700","A01700","N02300","A02300","N02500","A02500","N03300","A03300","N00101","A00101","N04470","A04470","N18425","A18425","N18450","A18450","N18500","A18500","N18300","A18300","N19300","A19300","N19700","A19700","N04800","A04800","N07100","A07100","N07220","A07220","N07180","A07180","N07260","A07260","N59660","A59660","N59720","A59720","N11070","A11070","N09600","A09600","N06500","A06500","N10300","A10300","N11901","A11901","N11902","A11902"
"731",94574,"STANDARD","Saint Helena","","","CA","Napa County","America/Los_Angeles","707",38.55,-122.39,NA,"US",0,7143,"",6,"CA",4,360,120,210,20,250,780,210,30941,250,18853,200,492,140,1159,130,716,110,2183,0,130,902,70,1084,110,3564,30,212,110,1918,0,0,220,19737,220,5567,180,913,40,54,150,725,220,1763,110,1782,190,598,350,20991,140,180,70,113,0,0,0,0,0,0,0,0,0,0,0,0,330,3013,340,3437,130,435,190,635
"732",94574,"STANDARD","Saint Helena","","","CA","Napa County","America/Los_Angeles","707",38.55,-122.39,NA,"US",0,7143,"",6,"CA",6,500,90,390,0,450,1270,380,441724,330,93014,450,11491,360,25402,350,14664,200,31329,60,370,74117,120,10162,100,4392,0,0,160,3859,80,3552,500,440661,500,87573,480,44677,20,46,440,5813,500,51758,360,9229,460,12624,500,348530,250,1401,0,0,20,14,0,0,0,0,0,0,0,0,370,4829,500,97023,500,98255,210,8065,130,2805
"733",94576,"STANDARD","Deer Park","Angwin","","CA","Napa County","America/Los_Angeles","707",38.55,-122.47,NA,"US",0,0,"",6,"CA",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734",94576,"STANDARD","Deer Park","Angwin","","CA","Napa County","America/Los_Angeles","707",38.55,-122.47,NA,"US",0,0,"",6,"CA",3,30,20,40,0,30,50,0,2106,40,3783,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,4522,40,1371,40,219,0,0,30,166,40,422,30,442,30,143,30,1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,626,50,676,0,0,20,70
"735",94576,"STANDARD","Deer Park","Angwin","","CA","Napa County","America/Los_Angeles","707",38.55,-122.47,NA,"US",0,0,"",6,"CA",5,20,0,0,0,0,40,0,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736",94576,"STANDARD","Deer Park","Angwin","","CA","Napa County","America/Los_Angeles","707",38.55,-122.47,NA,"US",0,0,"",6,"CA",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737",94576,"STANDARD","Deer Park","Angwin","","CA","Napa County","America/Los_Angeles","707",38.55,-122.47,NA,"US",0,0,"",6,"CA",2,30,0,0,0,0,40,30,1014,30,980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,76,40,122,0,0,40,75
"738",94576,"STANDARD","Deer Park","Angwin","","CA","Napa County","America/Los_Angeles","707",38.55,-122.47,NA,"US",0,0,"",6,"CA",1,30,40,0,0,30,40,0,355,0,0,0,0,0,0,0,0,30,450,0,0,0,0,0,20,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,46,0,0
"739",94577,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510,925,858,949",37.71,-122.16,NA,"US",0,37421,"",6,"CA",1,7670,5220,1180,1150,4210,11430,3490,98414,5550,69794,1420,1003,670,1405,570,830,1400,12212,0,530,-317,370,2055,960,9110,800,5686,300,653,0,0,710,10605,710,12586,190,208,440,272,540,1825,690,2457,430,4651,420,723,3480,21317,970,349,310,105,30,13,0,0,2450,5125,2060,4376,1430,1717,20,40,2830,1918,3910,3718,1120,944,5930,10733
"740",94577,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510,925,858,949",37.71,-122.16,NA,"US",0,37421,"",6,"CA",5,2820,600,2050,170,1680,7350,2490,376824,2550,296558,1960,2321,1020,4311,930,3181,530,11150,0,880,3833,360,8893,730,29848,260,1677,500,9880,60,927,2430,330095,2430,79158,2330,18564,100,232,2110,9874,2430,29477,1960,28715,2070,6694,2820,271810,1180,1372,580,737,300,147,110,74,0,0,0,0,0,0,120,283,2810,47257,2810,49063,970,4130,1760,7595
"741",94577,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510,925,858,949",37.71,-122.16,NA,"US",0,37421,"",6,"CA",3,3750,1650,1390,630,2260,7990,2860,229985,3240,182589,1580,1301,690,2881,610,1967,440,6915,0,570,213,350,4015,800,19094,400,2621,620,8871,30,250,1600,99844,1600,31439,1320,3853,250,336,1290,4718,1590,9337,1190,12951,1260,2868,3730,149513,1420,2046,1000,1500,180,89,30,21,0,0,0,0,170,216,0,0,3560,19740,3600,21034,980,2115,2670,7442
"742",94577,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510,925,858,949",37.71,-122.16,NA,"US",0,37421,"",6,"CA",2,5820,2960,1520,1240,3440,11800,4470,212856,5010,173760,1550,1136,620,1544,550,951,740,9404,0,530,138,330,3574,890,15296,680,4554,720,4694,40,248,1310,50190,1310,23995,780,1388,470,558,990,3567,1300,5824,910,9864,920,1753,5510,109798,2160,1943,1280,1206,200,109,30,15,1020,1756,780,1369,950,1456,0,0,4620,11755,4860,13386,1040,1661,4670,11111
"743",94577,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510,925,858,949",37.71,-122.16,NA,"US",0,37421,"",6,"CA",6,540,70,450,0,360,1440,460,236046,470,112673,440,2219,320,6261,310,5232,120,7185,0,290,16906,90,5630,140,8042,40,255,100,2224,40,1420,530,234601,530,46034,520,13460,0,0,500,3232,530,17189,440,8313,470,3849,530,185542,200,189,0,0,60,32,0,0,0,0,0,0,0,0,370,3227,530,48775,530,49641,260,4765,210,1691
"744",94577,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510,925,858,949",37.71,-122.16,NA,"US",0,37421,"",6,"CA",4,2130,700,1170,230,1320,5060,1760,184472,1850,144100,1200,1108,550,2061,500,1521,340,5850,0,440,399,230,3634,500,16120,260,1620,390,6922,20,299,1420,123365,1420,32873,1290,5741,120,206,1150,4713,1420,11085,1070,13295,1140,2890,2120,125124,860,1335,590,957,130,72,50,36,0,0,0,0,0,0,0,0,2100,18149,2110,19244,600,1852,1460,4819
"745",94578,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.7,-122.12,NA,"US",0,28085,"",6,"CA",4,1340,390,790,150,850,3410,1270,115829,1220,96270,680,354,260,859,230,671,180,2443,0,210,88,120,1789,280,8653,180,1083,200,3528,40,468,840,73143,840,17763,780,3414,50,129,650,2343,840,6206,610,7010,660,1803,1340,79873,600,942,450,733,80,40,20,5,0,0,0,0,0,0,0,0,1330,11510,1340,11957,350,980,970,3197
"746",94578,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.7,-122.12,NA,"US",0,28085,"",6,"CA",6,170,30,130,0,110,440,140,53885,140,31546,130,341,100,1263,100,925,30,1480,0,100,7629,20,690,40,2501,0,0,30,579,0,0,160,50776,160,8189,150,3223,0,0,140,799,160,4135,120,2080,130,1078,170,43917,60,234,0,0,20,12,0,0,0,0,0,0,0,0,100,597,170,10180,170,10595,90,1628,70,346
"747",94578,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.7,-122.12,NA,"US",0,28085,"",6,"CA",3,2830,1150,1120,510,1710,6640,2690,171815,2600,147376,1080,636,380,1174,330,780,340,3735,0,310,5,180,1964,470,10143,350,2185,330,4266,0,0,1110,68794,1110,21553,940,2636,150,230,860,3010,1110,6195,810,8689,880,2006,2820,110231,1160,1721,860,1335,110,61,50,20,0,0,0,0,170,223,0,0,2660,14259,2700,14953,680,1473,2120,5818
"748",94578,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.7,-122.12,NA,"US",0,28085,"",6,"CA",5,1340,270,980,80,800,3500,1190,176305,1240,143867,880,883,410,1331,390,890,200,3335,0,350,1517,150,3730,340,13192,160,1155,190,3797,0,0,1120,150124,1120,31980,1080,8449,30,105,950,3919,1120,12904,900,12748,960,2963,1330,128646,520,662,240,314,120,68,30,13,0,0,0,0,0,0,50,114,1330,22439,1330,23082,450,1979,850,3516
"749",94578,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.7,-122.12,NA,"US",0,28085,"",6,"CA",1,6900,4370,940,1490,3860,11440,4210,91324,5340,68233,900,666,390,697,340,416,1310,9953,0,330,-132,260,1373,670,6117,790,5312,180,347,0,0,390,6122,390,6190,110,320,240,152,290,878,390,1463,240,2336,220,320,3120,18761,970,364,360,117,50,16,0,0,2610,6136,2300,5321,1790,2183,0,0,2430,1634,3440,3105,830,633,5650,11839
"750",94578,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.7,-122.12,NA,"US",0,28085,"",6,"CA",2,5120,2360,1300,1360,2990,11280,4870,186866,4590,159977,1050,586,360,998,300,643,570,6172,0,290,-30,220,2172,660,10588,610,4115,470,2903,0,0,910,35249,910,15037,600,945,280,304,660,2136,910,3607,610,6214,640,1246,4870,95310,2120,1994,1460,1403,220,135,0,0,1040,1798,830,1465,1090,1587,20,23,3890,9880,4100,10944,830,1301,4240,10586
"751",94579,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.15,NA,"US",0,17524,"",6,"CA",5,1240,170,1010,70,740,3680,1430,164281,1170,136889,890,766,400,1683,370,1313,190,3742,0,330,1336,130,2693,290,9977,180,1165,170,3335,30,530,1060,141888,1060,30609,1020,7564,30,56,950,4232,1060,12295,900,12755,920,2959,1240,117426,570,777,300,410,140,85,30,12,0,0,0,0,0,0,50,93,1240,19592,1240,20260,400,1697,820,3446
"752",94579,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.15,NA,"US",0,17524,"",6,"CA",3,1690,680,740,240,1030,3700,1270,104044,1470,82254,830,649,350,1000,320,674,210,2770,0,260,-80,160,2053,370,9929,200,1361,330,4439,0,0,760,47464,760,14824,620,1691,130,192,650,2363,750,4458,590,6531,600,1323,1680,66671,660,891,430,642,80,39,30,12,0,0,0,0,70,90,0,0,1610,8729,1630,9240,400,830,1250,3350
"753",94579,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.15,NA,"US",0,17524,"",6,"CA",2,2530,1210,850,410,1510,5150,1780,92745,2110,72080,820,611,340,640,290,394,340,4920,0,290,-107,190,1719,440,8772,290,2172,390,2398,0,0,590,22483,590,10445,330,507,240,250,500,1855,590,2746,460,4999,380,622,2410,47009,950,832,550,517,110,58,0,0,520,921,390,674,430,582,0,0,1980,4997,2130,5817,470,721,2020,4743
"754",94579,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.15,NA,"US",0,17524,"",6,"CA",4,990,240,660,70,600,2550,910,85588,880,68138,580,460,230,977,200,727,120,1475,0,180,40,100,1546,240,8160,130,879,190,3476,0,0,650,56677,650,14454,590,2455,50,117,540,2094,650,4924,520,6600,530,1159,990,57712,440,694,330,528,60,30,0,0,0,0,0,0,0,0,0,0,980,8004,980,8318,230,612,730,2349
"755",94579,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.15,NA,"US",0,17524,"",6,"CA",1,3450,2360,670,380,1860,4800,1210,42521,2450,29319,680,520,320,630,270,378,570,4519,0,260,-196,240,1343,530,5067,370,2473,160,245,0,0,290,4372,290,4951,60,80,190,126,230,751,280,1053,190,1837,160,214,1530,8933,410,143,90,31,0,0,20,9,1100,2303,900,1961,510,610,0,0,1270,799,1740,1481,440,316,2700,4624
"756",94579,"STANDARD","San Leandro","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.15,NA,"US",0,17524,"",6,"CA",6,190,0,170,0,130,570,220,49457,180,35895,160,249,100,474,90,381,40,2357,0,110,2539,20,1149,40,2693,0,0,20,509,0,0,190,48977,190,8139,180,3290,0,0,170,917,190,4330,150,2525,170,693,190,39149,60,21,0,0,20,13,0,0,0,0,0,0,0,0,120,596,190,9290,190,9568,100,1399,80,491
"757",94580,"STANDARD","San Lorenzo","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.13,NA,"US",0,22564,"",6,"CA",2,3370,1650,970,680,2040,7010,2690,124086,2910,99290,950,516,370,961,320,705,410,4973,0,270,-19,240,2233,570,10076,470,3500,450,3019,30,335,800,30694,800,13964,490,726,290,284,650,2142,800,3714,610,6358,570,954,3220,63467,1300,1203,820,786,130,69,20,11,660,1124,520,881,600,835,0,0,2650,6671,2830,7525,590,872,2740,6499
"758",94580,"STANDARD","San Lorenzo","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.13,NA,"US",0,22564,"",6,"CA",6,120,0,90,0,80,310,100,31995,110,22346,100,78,50,654,50,599,0,0,0,50,2385,0,0,30,2333,0,0,0,0,0,0,110,31338,110,5359,110,2044,0,0,100,478,110,3217,100,1968,100,327,120,25226,30,11,0,0,0,0,0,0,0,0,0,0,0,0,70,349,120,5960,120,6109,60,753,50,308
"759",94580,"STANDARD","San Lorenzo","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.13,NA,"US",0,22564,"",6,"CA",4,1390,320,930,130,860,3820,1500,120320,1290,101383,810,379,300,728,260,507,160,1700,0,210,57,130,1750,300,8425,220,1466,200,3532,0,0,960,83956,960,21226,900,3788,50,138,840,2975,960,7233,820,9742,760,1498,1390,79974,680,1204,530,886,90,54,30,22,0,0,0,0,0,0,0,0,1380,10832,1380,11164,300,756,1080,3699
"760",94580,"STANDARD","San Lorenzo","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.13,NA,"US",0,22564,"",6,"CA",5,1570,210,1280,100,1030,4680,1830,203584,1470,170507,1060,913,440,1557,400,1121,230,5826,0,360,1481,150,4052,400,14041,200,1285,210,4197,0,0,1340,175740,1340,37671,1290,9257,40,180,1210,4632,1340,14653,1160,16231,1170,3418,1570,145475,740,1038,460,583,200,116,30,22,0,0,0,0,0,0,60,99,1570,24029,1570,24773,460,1803,1080,4354
"761",94580,"STANDARD","San Lorenzo","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.13,NA,"US",0,22564,"",6,"CA",3,2260,800,1030,380,1430,5350,2060,139162,1990,112400,1070,707,380,1025,340,738,270,3106,0,280,87,200,2332,510,12074,280,1924,400,5555,0,0,1130,70419,1130,22343,940,2494,180,253,980,3265,1130,6361,920,10318,900,1785,2240,86175,970,1410,700,1051,120,68,20,5,0,0,0,0,120,150,0,0,2130,10840,2160,11433,510,952,1720,4768
"762",94580,"STANDARD","San Lorenzo","","","CA","Alameda County","America/Los_Angeles","510",37.68,-122.13,NA,"US",0,22564,"",6,"CA",1,4510,3150,720,580,2430,6420,1850,57406,3350,41086,850,517,370,706,310,359,650,5308,0,280,-374,250,1458,630,6370,490,3237,210,318,0,0,370,5471,370,5994,90,105,230,189,300,894,370,1294,250,2416,200,317,2100,12856,550,196,150,50,20,9,0,0,1350,2802,1150,2424,730,873,0,0,1760,1171,2280,1931,500,365,3640,6102
"763",94582,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925",37.76,-121.93,NA,"US",0,29033,"",6,"CA",4,1290,470,660,140,660,2970,1030,112476,1150,89608,760,773,430,1577,390,1033,230,5390,0,420,341,140,2802,220,6182,140,1235,180,3469,0,0,890,78190,890,23583,790,3968,90,169,690,4933,890,9606,630,9924,690,1618,1280,73640,580,889,430,652,70,43,0,0,0,0,0,0,50,61,0,0,1240,10808,1260,11670,350,1282,890,3595
"764",94582,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925",37.76,-121.93,NA,"US",0,29033,"",6,"CA",6,4180,160,3920,70,2210,15080,6980,1458345,4080,1202217,3610,4720,2870,16117,2740,12706,770,39842,0,2920,73719,280,10611,420,16562,300,2088,140,3179,210,6980,4160,1453703,4160,274099,4120,109975,30,141,3950,44854,4160,156925,3850,91560,3780,15922,4170,1126586,1930,3620,0,0,970,477,80,120,0,0,0,0,0,0,3670,28126,4170,296875,4170,301769,2270,34353,1700,12283
"765",94582,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925",37.76,-121.93,NA,"US",0,29033,"",6,"CA",3,1370,700,470,170,670,2640,800,85409,1180,70210,660,461,360,1205,330,775,240,4330,0,360,268,160,2558,230,4892,140,1057,160,2448,60,775,670,42025,670,17247,520,1759,140,196,530,3654,660,5881,480,7201,540,1089,1320,53229,500,637,320,433,60,34,0,0,0,0,0,0,80,120,0,0,1240,7371,1280,8094,360,959,970,2921
"766",94582,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925",37.76,-121.93,NA,"US",0,29033,"",6,"CA",5,4440,580,3580,230,2260,14100,6080,653641,4240,574192,3280,2700,2260,6437,2110,4710,920,21481,0,2270,4012,410,10402,590,16790,440,3281,340,7551,120,2135,4050,603422,4050,156340,3900,35323,120,314,3580,33016,4050,71033,3450,67492,3570,9435,4430,439496,2230,2623,1050,1148,610,330,60,59,0,0,0,0,0,0,480,1028,4410,76426,4420,79696,1280,6274,3040,17143
"767",94582,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925",37.76,-121.93,NA,"US",0,29033,"",6,"CA",1,2820,2240,310,220,1210,2850,700,29439,2030,22657,710,530,530,885,490,488,490,3829,0,500,120,120,774,250,2079,190,1597,80,168,0,0,310,4253,310,7169,100,363,170,129,220,1512,310,2073,170,2608,180,241,1310,7591,350,128,50,15,20,7,0,0,520,1041,420,831,280,317,0,0,1040,684,1390,1271,480,377,1920,2700
"768",94582,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925",37.76,-121.93,NA,"US",0,29033,"",6,"CA",2,1730,970,460,240,850,3110,940,63724,1450,51617,550,540,310,948,280,577,310,5819,0,300,323,130,1712,230,3359,210,1692,180,1319,0,0,450,16961,450,10766,240,601,200,213,330,2287,440,3542,290,4237,330,733,1580,33488,630,558,290,284,70,43,20,8,240,393,160,275,220,292,0,0,1370,3672,1500,4530,390,793,1270,3109
"769",94583,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925,510,415,707",37.78,-121.99,NA,"US",0,40007,"",6,"CA",2,2240,1420,510,260,1140,3700,990,83197,1780,61431,810,912,510,1577,460,923,360,6511,0,430,176,220,2608,420,6954,240,2135,400,2977,0,0,630,24649,630,12989,310,648,290,297,490,2047,630,3120,430,5127,470,883,2100,45681,690,561,300,303,60,40,0,0,210,363,160,248,230,314,0,0,1870,5204,1990,6203,480,991,1670,3515
"770",94583,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925,510,415,707",37.78,-121.99,NA,"US",0,40007,"",6,"CA",5,5230,860,4000,280,3030,14880,5650,754196,4870,640444,3790,3714,2360,7708,2170,5604,980,23292,0,2090,4957,640,16239,1050,38643,450,3349,650,13521,120,2226,4540,662680,4540,146163,4280,36872,220,561,3890,22577,4540,61678,3670,61611,3920,11402,5220,544244,2560,5075,1020,1224,590,311,160,177,0,0,0,0,0,0,330,711,5200,96018,5210,99422,1870,9649,3190,14648
"771",94583,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925,510,415,707",37.78,-121.99,NA,"US",0,40007,"",6,"CA",4,1960,650,1070,210,1110,4500,1480,171143,1700,130035,1140,1137,670,2102,610,1340,350,8580,30,590,695,280,5790,470,14220,190,1507,370,7082,40,395,1330,116904,1330,32137,1150,5406,160,310,1020,5074,1330,11180,940,13544,1080,2604,1960,115557,910,1305,620,928,120,72,30,48,0,0,0,0,30,33,30,48,1920,16868,1940,18233,620,1959,1300,4565
"772",94583,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925,510,415,707",37.78,-121.99,NA,"US",0,40007,"",6,"CA",6,5520,470,4800,120,4610,16940,6610,2494328,5430,2331860,4830,15570,3500,31250,3240,22329,630,26193,80,3050,65150,380,16168,680,23159,170,1262,210,3929,150,4105,4440,1970157,4440,236182,3390,93025,780,2394,3880,29099,4400,125912,3530,62596,3590,22861,5520,2182681,3680,238369,0,0,450,235,140,258,0,0,0,0,0,0,2980,17135,5390,399786,5390,404551,3360,81235,1970,25244
"773",94583,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925,510,415,707",37.78,-121.99,NA,"US",0,40007,"",6,"CA",3,2230,1090,800,290,1190,4280,1260,139092,1810,102995,1090,1059,650,2323,580,1390,380,7845,0,550,891,310,5666,500,12522,210,1630,440,6604,30,283,1050,66714,1050,23333,790,2552,230,374,840,3634,1050,6822,740,9261,850,1923,2200,89903,820,1108,500,710,110,62,50,27,0,0,0,0,100,108,0,0,2090,12235,2140,13504,640,1799,1510,4296
"774",94583,"STANDARD","San Ramon","","","CA","Contra Costa County","America/Los_Angeles","925,510,415,707",37.78,-121.99,NA,"US",0,40007,"",6,"CA",1,3960,3360,330,220,1750,3560,630,42307,2890,30992,1040,716,750,1359,690,767,560,4320,0,620,35,260,1985,460,3883,240,1943,170,283,20,196,420,5885,420,8305,100,139,260,179,300,1200,400,1616,260,3169,270,421,1900,11445,440,155,60,24,0,0,0,0,620,949,480,735,260,309,0,0,1590,1051,1990,1703,600,417,2860,3091
"775",94585,"STANDARD","Suisun City","Birds Lndg","","CA","Solano County","America/Los_Angeles","707,925",38.16,-121.93,NA,"US",0,22796,"",6,"CA",3,2260,690,1120,410,1250,5610,2230,138941,2050,113945,1110,432,250,412,220,223,240,1868,0,150,-30,140,1817,540,13181,320,2299,330,4508,0,0,1240,77439,1240,24032,1030,2623,190,301,1110,2641,1240,5953,1100,11114,960,2261,2250,83707,1030,1606,800,1232,150,96,40,9,0,0,0,0,160,196,20,20,2100,10066,2120,10479,540,1010,1710,4683
"776",94585,"STANDARD","Suisun City","Birds Lndg","","CA","Solano County","America/Los_Angeles","707,925",38.16,-121.93,NA,"US",0,22796,"",6,"CA",1,4380,2980,530,810,1950,6660,2260,56164,3570,43179,650,227,190,270,160,152,520,3496,20,150,-85,110,775,480,5068,580,3766,120,180,0,0,380,6046,380,5770,110,93,230,141,290,671,380,975,300,2932,210,291,2010,12084,620,214,190,62,30,10,0,0,1580,3605,1440,3258,970,1102,0,0,1630,1079,2040,1650,370,259,3770,7339
"777",94585,"STANDARD","Suisun City","Birds Lndg","","CA","Solano County","America/Los_Angeles","707,925",38.16,-121.93,NA,"US",0,22796,"",6,"CA",6,100,0,80,0,70,250,70,30790,90,20924,80,94,40,264,40,237,0,0,0,30,221,0,0,50,3237,0,0,0,0,0,0,90,24913,90,5282,90,1849,0,0,90,343,90,2239,80,1309,80,564,100,24503,20,12,0,0,0,0,0,0,0,0,0,0,0,0,50,264,100,6456,100,6584,50,551,40,279
"778",94585,"STANDARD","Suisun City","Birds Lndg","","CA","Solano County","America/Los_Angeles","707,925",38.16,-121.93,NA,"US",0,22796,"",6,"CA",2,3220,1480,920,750,1580,6870,2740,117978,2830,97071,990,278,200,238,180,153,310,2020,0,150,-12,140,1414,580,11556,400,2838,400,2484,0,0,940,36209,940,15002,600,859,300,311,780,1728,940,3128,770,7130,660,1326,3070,58674,1350,1291,870,854,170,101,30,8,770,1354,650,1175,660,952,0,0,2450,5969,2570,6425,470,661,2730,7108
"779",94585,"STANDARD","Suisun City","Birds Lndg","","CA","Solano County","America/Los_Angeles","707,925",38.16,-121.93,NA,"US",0,22796,"",6,"CA",5,1540,180,1260,100,910,4440,1640,200557,1480,168245,1050,434,310,398,270,298,200,2308,0,220,606,150,3968,540,18897,210,1437,230,3983,0,0,1340,176533,1340,37574,1290,9127,40,102,1230,3502,1340,13327,1200,16096,1150,3903,1540,143867,610,904,370,538,140,88,40,29,0,0,0,0,0,0,50,96,1530,24136,1530,24670,530,2124,990,3958
"780",94585,"STANDARD","Suisun City","Birds Lndg","","CA","Solano County","America/Los_Angeles","707,925",38.16,-121.93,NA,"US",0,22796,"",6,"CA",4,1360,260,930,140,740,3780,1500,117464,1270,97822,780,277,190,209,160,135,160,810,0,130,-17,110,1936,380,11007,190,1197,180,3017,0,0,960,82898,960,20559,890,3595,60,117,850,2155,960,6191,830,9177,770,2109,1350,78974,650,1152,520,889,100,57,30,10,0,0,0,0,0,0,0,0,1340,10540,1340,10823,360,894,980,3128
"781",94586,"STANDARD","Sunol","","","CA","Alameda County","America/Los_Angeles","925",37.56,-121.84,NA,"US",0,937,"",6,"CA",4,60,0,40,0,40,140,30,5369,40,3028,40,29,30,137,20,114,0,0,0,20,-19,0,0,20,1071,0,0,20,498,0,0,40,3599,40,1050,30,151,0,0,40,163,40,344,30,417,40,73,60,3577,20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,503,60,560,20,53,40,90
