"","zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes","STATEFIPS","STATE","AGI_STUB","N1","MARS1","MARS2","MARS4","PREP","N2","NUMDEP","A00100","N00200","A00200","N00300","A00300","N00600","A00600","N00650","A00650","N00900","A00900","SCHF","N01000","A01000","N01400","A01400","N01700","A01700","N02300","A02300","N02500","A02500","N03300","A03300","N00101","A00101","N04470","A04470","N18425","A18425","N18450","A18450","N18500","A18500","N18300","A18300","N19300","A19300","N19700","A19700","N04800","A04800","N07100","A07100","N07220","A07220","N07180","A07180","N07260","A07260","N59660","A59660","N59720","A59720","N11070","A11070","N09600","A09600","N06500","A06500","N10300","A10300","N11901","A11901","N11902","A11902"
"1650",95330,"STANDARD","Lathrop","","","CA","San Joaquin County","America/Los_Angeles","209",37.82,-121.29,NA,"US",0,13248,"",6,"CA",1,2880,1850,490,500,1720,4940,1920,36980,2320,27655,300,103,60,36,50,30,460,4015,0,50,-27,60,373,240,2265,470,2824,60,99,0,0,220,3561,220,3454,80,157,120,90,180,556,220,1058,170,1484,120,121,1200,6857,360,129,120,40,0,0,0,0,1110,2758,980,2453,790,985,0,0,940,601,1320,1204,330,286,2440,5206
"1651",95336,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.83,-121.18,NA,"US",0,33056,"",6,"CA",2,4680,1770,1760,1060,2920,11250,4830,170665,3890,128480,1350,876,410,998,360,500,520,7067,30,360,200,370,3606,940,18237,800,6189,840,5237,0,0,1190,45196,1190,19033,640,1075,510,570,1020,2094,1180,4042,950,7948,900,1670,4370,79138,2010,1862,1460,1396,160,81,40,24,1240,2283,1010,1871,1120,1790,0,0,3380,7739,3630,8908,800,1249,3800,10241
"1652",95336,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.83,-121.18,NA,"US",0,33056,"",6,"CA",5,2020,210,1740,80,1340,5740,1990,263317,1800,197625,1400,1317,490,1836,450,1301,300,4711,50,410,2549,300,8028,680,30712,230,1700,440,8368,50,1048,1710,227071,1710,45801,1630,11513,80,254,1570,4330,1710,16875,1480,17910,1560,5424,2020,192095,830,1249,490,714,160,84,60,76,0,0,0,0,0,0,60,102,2010,31783,2010,32890,800,3495,1160,4377
"1653",95336,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.83,-121.18,NA,"US",0,33056,"",6,"CA",4,1840,310,1400,120,1200,5030,1790,158745,1560,116660,1050,790,360,1074,320,693,230,1975,20,290,768,250,3960,620,21353,270,1728,450,7757,0,0,1230,106468,1230,26127,1080,4149,130,290,1080,2617,1220,7522,1010,10348,1030,2782,1830,106872,830,1454,610,1097,110,55,30,23,0,0,0,0,20,27,0,0,1810,14115,1810,14636,510,1330,1270,3675
"1654",95336,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.83,-121.18,NA,"US",0,33056,"",6,"CA",1,7110,4570,1190,1260,3980,11560,4080,90463,5390,62589,1200,740,480,850,400,398,880,7181,30,370,-154,390,2590,1040,10499,1060,6344,350,544,0,0,610,9442,610,9666,150,225,400,289,500,1088,610,1750,420,3494,410,586,2980,16990,780,271,300,102,50,15,0,0,2460,5994,2220,5365,1670,2044,0,0,2410,1530,3180,2641,670,498,5890,11511
"1655",95336,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.83,-121.18,NA,"US",0,33056,"",6,"CA",3,2960,810,1710,410,1860,7650,2990,182556,2500,138445,1380,724,420,947,370,603,350,3713,0,320,177,320,3886,800,21698,460,2996,640,8762,0,0,1420,88455,1420,26182,1100,2916,300,446,1260,2752,1420,6532,1190,10992,1190,2764,2950,111553,1320,2136,1030,1713,120,63,30,17,0,0,0,0,200,259,0,0,2750,13260,2790,14062,750,1650,2160,5814
"1656",95336,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.83,-121.18,NA,"US",0,33056,"",6,"CA",6,230,0,210,0,190,640,190,101377,210,35156,210,1773,110,4413,100,2632,40,3136,0,110,7766,70,4252,100,6213,0,0,70,1602,0,0,230,99676,230,15071,220,8150,0,0,210,936,230,9227,170,2870,210,2159,230,83798,60,133,0,0,0,0,0,0,0,0,0,0,0,0,140,869,230,21925,230,22645,120,4248,90,844
"1657",95337,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.73,-121.24,NA,"US",0,22663,"",6,"CA",4,1450,250,1070,120,940,4270,1750,125515,1350,105001,830,307,210,230,170,119,210,2600,0,180,337,130,1961,330,9524,200,1510,190,3158,0,0,1030,89545,1030,22882,920,3753,90,222,910,2600,1030,6957,880,9675,880,2213,1450,82021,730,1375,610,1110,80,43,20,18,0,0,0,0,20,41,0,0,1430,10739,1430,11336,430,1245,1010,3481
"1658",95337,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.73,-121.24,NA,"US",0,22663,"",6,"CA",6,250,30,210,0,200,720,260,88414,220,43570,210,1739,110,1752,100,892,50,2581,0,110,7633,30,2480,80,4022,20,198,30,668,0,0,240,86559,240,14354,230,6293,0,0,220,916,240,7351,200,3584,210,1479,250,71268,50,44,0,0,0,0,0,0,0,0,0,0,0,0,160,932,250,17086,250,17479,140,2774,100,823
"1659",95337,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.73,-121.24,NA,"US",0,22663,"",6,"CA",5,1870,150,1600,110,1240,5900,2440,248293,1790,212241,1250,685,370,601,330,438,290,4583,30,340,2016,170,4481,420,14818,230,1539,190,3385,0,0,1620,218504,1620,46413,1560,11384,60,218,1480,4785,1620,17169,1430,19058,1470,4759,1870,176653,870,1335,560,799,210,111,40,47,0,0,0,0,0,0,110,215,1860,29252,1860,30205,670,3129,1170,4739
"1660",95337,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.73,-121.24,NA,"US",0,22663,"",6,"CA",3,2130,610,1150,340,1370,5640,2370,131640,1910,107697,940,544,230,317,190,189,280,3011,30,190,127,160,2125,460,10547,360,2552,310,4332,20,383,1120,70059,1120,25189,890,2360,210,351,990,2694,1120,5762,960,9696,890,1895,2120,78757,1050,1714,860,1372,130,69,0,0,0,0,0,0,170,225,0,0,1940,9266,1980,9919,560,1322,1560,4462
"1661",95337,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.73,-121.24,NA,"US",0,22663,"",6,"CA",2,3150,1300,1100,680,1930,7570,3320,115292,2710,91505,810,428,200,319,170,220,410,6043,30,180,57,160,1521,520,9453,480,3602,400,2478,0,0,810,31675,810,13750,500,788,290,369,680,1755,810,3143,660,6153,600,1049,2940,53705,1380,1293,990,915,130,70,50,30,800,1435,620,1110,810,1343,0,0,2210,5311,2430,6342,580,991,2530,6760
"1662",95337,"STANDARD","Manteca","","","CA","San Joaquin County","America/Los_Angeles","209",37.73,-121.24,NA,"US",0,22663,"",6,"CA",1,4770,3160,750,800,2630,7620,2740,60730,3770,44876,680,413,200,257,170,125,630,5572,0,190,-55,170,1213,540,5140,700,4095,150,228,0,0,350,5398,350,5577,80,106,220,184,270,730,350,1112,250,2404,230,356,2110,11915,570,186,210,64,30,8,0,0,1640,4005,1470,3523,1130,1368,0,0,1710,1080,2220,1917,490,383,4020,7728
